32,130669,2,7,2,1,6,YES
12,130669,2,7,2,1,3,YES
19,130669,2,7,2,1,3,YES
11,130669,2,7,2,0,1,YES
25,130669,0,7,2,0,3,YES
6,130669,0,7,2,0,2,YES
19,130669,2,7,2,1,2,YES
10,78378,1,4,2,1,3,YES
19,78378,0,4,2,1,8,YES
32,78378,0,4,2,1,4,YES
19,78378,0,4,2,1,2,YES
25,128529,0,5,2,0,6,YES
10,128529,0,5,2,1,3,YES
23,128529,0,5,2,0,3,YES
26,128529,0,5,2,1,6,YES
21,128529,0,5,2,0,0,YES
11,128529,0,5,2,0,3,YES
11,128529,0,5,2,1,3,YES
12,128529,0,5,2,2,3,YES
32,128529,0,5,2,2,3,YES
26,128529,0,5,2,2,3,YES
26,56249,0,4,2,0,2,YES
28,56249,0,4,2,0,6,YES
14,56249,2,4,2,0,3,YES
24,56249,2,4,2,0,3,YES
6,56249,2,4,2,0,3,YES
14,56249,0,4,2,0,3,YES
3,56249,0,4,2,0,2,YES
23,123368,0,4,2,1,1,YES
13,123368,0,4,2,0,1,YES
24,123368,2,4,2,1,6,YES
14,123368,2,4,2,1,1,YES
6,123368,0,4,2,0,6,YES
28,123368,0,4,2,0,0,YES
1,73322,1,4,2,0,7,YES
11,73322,0,4,2,1,2,YES
19,73322,0,4,2,1,7,YES
19,73322,0,4,2,1,7,YES
26,73322,2,4,2,0,2,YES
23,73322,2,4,2,0,4,YES
6,73322,0,4,2,0,2,YES
12,8759,0,5,2,0,3,YES
14,8759,1,5,2,0,3,YES
23,8759,1,5,2,0,3,YES
2,8759,0,5,2,2,2,YES
15,8759,0,5,2,0,6,YES
6,8759,0,5,2,2,8,YES
23,8759,0,5,2,2,6,YES
19,8759,0,5,2,1,6,YES
12,17505,0,7,2,1,2,YES
16,17505,0,7,2,0,4,YES
9,17505,0,7,2,0,2,YES
6,17505,0,7,2,0,4,YES
23,17505,0,7,2,0,6,YES
5,17505,0,7,2,0,1,YES
26,62491,0,5,2,0,3,YES
14,62491,0,5,2,1,0,YES
28,62491,0,5,2,0,6,YES
19,62491,0,5,2,1,3,YES
21,62491,0,5,2,0,6,YES
32,62491,0,5,2,0,1,YES
9,62491,0,5,2,0,3,YES
6,62491,0,5,2,0,3,YES
19,62491,0,5,2,1,3,YES
19,62491,2,5,2,1,2,YES
30,92000,0,7,2,1,1,YES
1,92000,0,7,2,0,2,YES
26,92000,0,7,2,0,3,YES
16,92000,2,7,2,2,1,YES
31,92000,2,7,2,2,1,YES
28,92000,2,7,2,2,3,YES
19,92000,2,7,2,1,2,YES
26,92000,2,7,2,2,3,YES
25,92000,0,7,2,2,1,YES
26,59822,0,5,2,0,1,YES
27,59822,0,5,2,1,1,YES
6,59822,0,5,2,2,3,YES
26,91003,3,4,2,1,2,YES
12,91003,0,4,2,0,3,YES
32,91003,0,4,2,0,2,YES
26,91003,3,4,2,1,2,YES
19,91003,0,4,2,1,6,YES
10,91003,0,4,2,1,8,YES
25,91003,0,4,2,1,6,YES
4,680,1,4,2,0,3,YES
22,680,0,4,2,0,2,YES
25,44705,3,4,2,1,1,YES
19,44705,0,4,2,1,1,YES
32,44705,0,4,2,1,4,YES
27,44705,0,4,2,0,2,YES
19,44705,0,4,2,1,1,YES
19,44705,0,4,2,1,1,YES
20,44705,0,4,2,0,7,YES
10,56310,1,4,2,1,0,YES
24,56310,1,4,2,0,4,YES
3,56310,0,4,2,0,2,YES
14,56310,0,4,2,2,3,YES
26,56310,0,4,2,2,6,YES
26,70495,0,7,2,1,3,YES
28,70495,0,7,2,0,6,YES
24,70495,2,7,2,0,3,YES
6,70495,2,7,2,0,3,YES
12,70495,0,7,2,0,3,YES
6,70495,1,7,2,0,3,YES
26,123896,1,4,2,1,0,YES
21,123896,3,4,2,1,8,YES
28,123896,0,4,2,0,7,YES
25,123896,0,4,2,0,2,YES
29,123896,0,4,2,0,2,YES
11,123896,1,4,2,0,6,YES
26,120026,0,4,2,0,2,YES
26,120026,0,4,2,0,2,YES
25,120026,0,4,2,0,1,YES
28,120026,0,4,2,1,4,YES
10,39818,0,4,2,0,3,YES
14,39818,1,4,2,0,3,YES
28,39818,0,4,2,1,3,YES
32,39818,0,4,2,1,2,YES
26,39818,1,4,2,0,7,YES
27,39818,0,4,2,0,3,YES
26,77289,1,4,2,1,7,YES
26,77289,1,4,2,1,7,YES
26,77289,1,4,2,1,7,YES
26,77289,1,4,2,1,7,YES
26,77289,1,4,2,1,7,YES
26,77289,1,4,2,1,6,YES
26,77289,1,4,2,1,6,YES
17,77289,0,4,2,1,5,YES
14,77289,1,4,2,0,6,YES
12,77289,0,4,2,0,2,YES
22,77289,0,4,2,0,2,YES
27,83076,0,4,2,1,3,YES
14,83076,0,4,2,1,1,YES
6,83076,0,4,2,0,1,YES
32,84813,0,5,2,1,2,YES
14,84813,1,5,2,1,3,YES
1,84813,0,5,2,0,2,YES
10,84813,3,5,2,0,7,YES
25,84813,3,5,2,0,4,YES
10,84813,0,5,2,0,3,YES
2,84813,0,5,2,0,2,YES
28,84813,3,5,2,0,4,YES
32,84813,0,5,2,2,8,YES
10,79054,0,5,2,0,1,YES
6,79054,1,5,2,1,6,YES
27,79054,0,5,2,0,6,YES
26,79054,0,5,2,0,8,YES
21,79054,2,5,2,0,1,YES
26,79054,2,5,2,0,3,YES
15,79054,0,5,2,0,2,YES
19,79054,2,5,2,1,6,YES
27,79054,0,5,2,0,6,YES
26,123635,2,5,2,1,2,YES
26,123635,2,5,2,1,2,YES
27,123635,0,5,2,1,6,YES
19,123635,0,5,2,1,2,YES
27,123635,2,5,2,0,6,YES
25,123635,0,5,2,0,2,YES
26,123635,0,5,2,2,2,YES
19,123635,0,5,2,1,5,YES
26,123635,0,5,2,2,2,YES
1,90754,3,9,2,1,6,YES
19,90754,0,9,2,1,6,YES
26,90754,2,9,2,0,0,YES
31,90754,0,9,2,0,1,YES
15,90754,0,9,2,1,6,YES
2,90754,0,9,2,1,8,YES
2,90754,3,9,2,0,2,YES
2,90754,3,9,2,0,2,YES
19,90754,2,9,2,1,1,YES
9,130509,0,4,2,1,0,YES
18,130509,0,4,2,0,7,YES
9,130509,0,4,2,0,7,YES
32,130509,0,4,2,2,2,YES
12,94373,0,7,2,1,3,YES
32,94373,0,7,2,1,6,YES
14,94373,3,7,2,1,3,YES
15,94373,0,7,2,1,0,YES
2,94373,0,7,2,1,3,YES
19,94373,0,7,2,1,1,YES
27,94373,0,7,2,1,1,YES
26,43694,0,4,2,0,2,YES
26,43694,0,4,2,0,2,YES
11,43694,0,4,2,0,3,YES
23,43694,2,4,2,0,6,YES
11,43694,2,4,2,0,6,YES
23,43694,0,4,2,0,1,YES
11,43694,1,4,2,0,8,YES
23,43694,0,4,2,0,1,YES
23,43694,2,4,2,0,1,YES
26,57459,2,4,2,0,3,YES
32,63275,0,4,2,0,3,YES
19,63275,0,4,2,1,6,YES
6,63275,0,4,2,0,3,YES
23,63275,0,4,2,0,6,YES
10,63275,0,4,2,0,3,YES
22,63275,0,4,2,2,3,YES
19,63275,0,4,2,1,1,YES
19,63275,0,4,2,1,1,YES
3,63275,0,4,2,1,3,YES
1,12567,0,5,2,0,0,YES
23,12567,0,5,2,0,1,YES
6,12567,0,5,2,0,1,YES
27,12567,0,5,2,0,1,YES
32,12567,0,5,2,0,1,YES
19,12567,0,5,2,1,1,YES
23,32622,0,4,2,2,4,YES
28,118619,0,4,2,0,4,YES
26,118619,2,4,2,0,3,YES
6,118619,0,4,2,1,2,YES
27,118619,0,4,2,0,2,YES
26,118619,0,4,2,0,3,YES
25,118619,0,4,2,0,4,YES
26,118619,0,4,2,1,3,YES
17,83536,1,7,2,1,6,YES
25,83536,1,7,2,1,2,YES
28,83536,0,7,2,1,0,YES
23,110762,1,5,2,1,2,YES
27,110762,0,5,2,0,1,YES
26,110762,0,5,2,0,0,YES
20,110762,0,5,2,0,4,YES
25,110762,0,5,2,0,3,YES
10,74477,0,5,2,0,0,YES
5,74477,0,5,2,0,5,YES
19,74477,2,5,2,1,2,YES
19,74477,2,5,2,1,2,YES
26,74477,0,5,2,0,2,YES
12,28084,0,4,2,0,2,YES
10,28084,0,4,2,1,4,YES
25,28084,0,4,2,1,3,YES
1,28084,0,4,2,1,6,YES
11,28084,0,4,2,0,2,YES
26,28084,0,4,2,0,7,YES
27,28084,0,4,2,1,4,YES
22,28084,0,4,2,1,4,YES
28,28084,0,4,2,0,1,YES
27,28084,0,4,2,1,4,YES
11,119622,0,4,2,0,5,YES
26,119622,0,4,2,1,6,YES
10,119622,0,4,2,0,3,YES
5,119622,0,4,2,0,1,YES
2,119622,0,4,2,0,3,YES
2,119622,0,4,2,0,2,YES
21,119622,0,4,2,0,8,YES
12,119622,0,4,2,2,3,YES
2,21539,2,5,2,0,2,YES
11,21539,1,5,2,0,1,YES
30,21539,2,5,2,0,6,YES
14,21539,0,5,2,0,2,YES
18,21539,0,5,2,0,1,YES
17,52465,0,4,2,0,2,YES
14,52465,0,4,2,0,4,YES
29,52465,0,4,2,0,9,YES
32,52465,0,4,2,1,4,YES
32,52465,0,4,2,1,1,YES
25,52465,0,4,2,0,2,YES
24,52465,0,4,2,0,1,YES
14,52465,0,4,2,1,9,YES
29,52465,0,4,2,0,4,YES
14,52465,0,4,2,1,0,YES
10,15355,0,4,2,0,3,YES
25,15355,0,4,2,0,1,YES
2,15355,0,4,2,0,3,YES
31,15355,0,4,2,0,2,YES
6,15355,3,4,2,0,8,YES
32,15355,2,4,2,0,1,YES
9,15355,0,4,2,0,3,YES
14,30934,0,4,2,0,2,YES
17,30934,0,4,2,0,2,YES
26,30934,2,4,2,1,1,YES
19,30934,0,4,2,1,6,YES
26,30934,0,4,2,1,4,YES
26,30934,0,4,2,0,7,YES
26,30934,0,4,2,0,7,YES
11,30934,0,4,2,0,3,YES
28,30934,0,4,2,0,4,YES
8,77607,0,7,2,0,7,YES
18,77607,0,7,2,0,7,YES
3,77607,0,7,2,1,8,YES
30,77607,0,7,2,1,8,YES
14,27382,1,5,2,0,6,YES
14,27382,1,5,2,0,4,YES
10,27382,0,5,2,0,6,YES
5,27382,0,5,2,0,2,YES
28,55314,0,4,2,1,3,YES
17,55314,1,4,2,0,6,YES
9,55314,0,4,2,0,1,YES
14,71822,0,5,2,1,4,YES
14,71822,0,5,2,1,4,YES
17,71822,0,5,2,0,2,YES
17,71822,0,5,2,0,2,YES
23,71822,0,5,2,1,0,YES
26,98932,3,5,2,1,1,YES
26,98932,0,5,2,0,9,YES
16,98932,0,5,2,0,7,YES
30,98932,0,5,2,1,2,YES
12,58041,0,7,2,1,1,YES
27,93929,0,4,2,1,8,YES
27,93929,0,4,2,0,4,YES
26,93929,0,4,2,0,3,YES
32,93929,1,4,2,2,6,YES
22,93929,0,4,2,2,1,YES
19,93929,0,4,2,1,6,YES
27,93929,0,4,2,2,3,YES
26,6277,0,5,2,1,9,YES
10,6277,0,5,2,1,4,YES
25,6277,0,5,2,1,9,YES
29,6277,0,5,2,0,7,YES
1,11031,0,4,2,1,6,YES
19,11031,0,4,2,1,1,YES
19,11031,2,4,2,1,2,YES
1,11031,2,4,2,1,4,YES
1,11031,2,4,2,1,4,YES
27,11031,0,4,2,0,2,YES
17,77376,1,4,2,0,6,YES
24,77376,2,4,2,0,3,YES
14,77376,2,4,2,0,3,YES
19,77376,0,4,2,1,3,YES
12,77376,0,4,2,0,2,YES
32,77376,0,4,2,0,2,YES
26,128597,1,5,2,1,1,YES
25,128597,0,5,2,1,0,YES
3,128597,0,5,2,0,2,YES
19,128597,0,5,2,1,3,YES
10,89517,0,5,2,0,3,YES
26,89517,0,5,2,0,3,YES
21,89517,4,5,2,1,3,YES
6,89517,0,5,2,0,7,YES
23,89517,0,5,2,0,1,YES
23,89517,0,5,2,2,3,YES
8,89517,0,5,2,2,3,YES
19,89517,4,5,2,1,2,YES
12,89517,0,5,2,1,1,YES
23,89517,0,5,2,1,5,YES
23,89517,0,5,2,1,5,YES
24,99754,0,7,2,0,3,YES
17,99754,0,7,2,0,2,YES
10,99754,0,7,2,0,1,YES
21,105598,0,5,2,0,4,YES
2,105598,0,5,2,0,2,YES
30,105598,1,5,2,0,3,YES
12,105598,0,5,2,0,3,YES
28,105598,1,5,2,0,6,YES
9,105598,3,5,2,0,1,YES
1,105598,0,5,2,1,3,YES
1,77457,0,4,2,0,0,YES
12,77457,0,4,2,0,3,YES
32,77457,0,4,2,0,6,YES
5,77457,0,4,2,2,3,YES
10,7293,0,4,2,1,3,YES
25,7293,0,4,2,1,1,YES
17,7293,0,4,2,1,6,YES
27,7293,2,4,2,1,2,YES
9,7293,2,4,2,1,6,YES
19,7293,0,4,2,1,3,YES
26,7293,2,4,2,0,1,YES
26,7293,0,4,2,0,3,YES
19,7293,0,4,2,1,2,YES
32,7293,0,4,2,1,5,YES
16,86595,0,4,2,0,3,YES
28,86595,0,4,2,0,6,YES
12,86595,0,4,2,2,6,YES
32,86595,0,4,2,2,6,YES
12,64899,0,4,2,1,4,YES
27,64899,1,4,2,1,3,YES
19,64899,0,4,2,1,1,YES
23,64899,1,4,2,0,7,YES
21,64899,1,4,2,0,7,YES
21,64899,1,4,2,0,7,YES
23,64899,1,4,2,0,2,YES
23,64899,1,4,2,0,1,YES
19,64899,0,4,2,1,7,YES
19,64899,0,4,2,1,7,YES
26,64899,2,4,2,0,1,YES
1,11273,2,4,2,1,8,YES
19,11273,2,4,2,1,8,YES
23,11273,1,4,2,0,3,YES
23,11273,1,4,2,2,3,YES
12,11273,2,4,2,2,1,YES
26,4621,2,4,2,1,2,YES
19,4621,2,4,2,1,3,YES
12,4621,0,4,2,0,2,YES
27,4621,2,4,2,1,3,YES
26,4621,0,4,2,0,4,YES
19,4621,2,4,2,1,3,YES
27,4621,0,4,2,0,2,YES
19,4621,0,4,2,1,3,YES
27,4621,0,4,2,1,3,YES
26,100723,1,4,2,1,6,YES
25,100723,0,4,2,0,7,YES
4,100723,0,4,2,0,6,YES
29,100723,0,4,2,0,2,YES
29,100723,0,4,2,0,2,YES
23,100723,1,4,2,0,6,YES
24,100723,0,4,2,0,3,YES
4,100723,2,4,2,0,2,YES
26,34404,0,5,2,0,3,YES
27,34404,1,5,2,1,3,YES
19,34404,0,5,2,1,6,YES
19,34404,0,5,2,1,3,YES
1,34404,0,5,2,0,0,YES
32,25950,0,5,2,1,2,YES
14,25950,0,5,2,0,3,YES
24,25950,0,5,2,0,6,YES
1,25950,0,5,2,1,7,YES
12,25950,1,5,2,0,6,YES
26,53924,1,4,2,1,1,YES
30,53924,0,4,2,1,1,YES
25,53924,0,4,2,1,4,YES
26,53924,1,4,2,0,3,YES
24,53924,0,4,2,1,3,YES
14,53924,0,4,2,1,1,YES
19,53924,0,4,2,1,3,YES
27,53924,0,4,2,1,6,YES
26,10672,0,7,2,1,0,YES
15,10672,0,7,2,1,5,YES
10,10672,0,7,2,0,9,YES
23,10672,1,7,2,0,6,YES
14,30462,0,7,2,0,3,YES
10,30462,0,7,2,0,3,YES
30,30462,0,7,2,0,3,YES
31,30462,0,7,2,0,0,YES
19,30462,0,7,2,1,1,YES
26,30462,0,7,2,1,1,YES
26,30462,0,7,2,1,8,YES
27,30462,0,7,2,1,3,YES
32,30462,0,7,2,0,3,YES
12,30462,0,7,2,0,6,YES
26,11941,0,4,2,0,3,YES
19,11941,0,4,2,1,6,YES
17,11941,0,4,2,0,2,YES
26,11941,0,4,2,0,3,YES
26,11941,0,4,2,0,3,YES
26,11941,0,4,2,0,4,YES
26,11941,0,4,2,0,3,YES
26,11941,0,4,2,0,3,YES
11,11941,0,4,2,0,3,YES
27,95578,0,5,2,1,4,YES
23,95578,2,5,2,0,3,YES
26,95578,0,5,2,0,2,YES
19,95578,0,5,2,1,6,YES
29,95578,0,5,2,2,7,YES
13,95578,0,5,2,2,0,YES
6,95578,0,5,2,1,3,YES
28,47146,0,4,2,1,3,YES
25,47146,0,4,2,0,2,YES
28,47146,0,4,2,1,3,YES
23,47146,0,4,2,0,3,YES
28,47146,0,4,2,1,5,YES
14,19384,0,4,2,0,6,YES
24,19384,0,4,2,0,3,YES
32,19384,0,4,2,0,6,YES
23,19384,0,4,2,0,1,YES
9,91571,0,4,2,0,2,YES
28,91571,0,4,2,0,3,YES
9,91571,0,4,2,0,2,YES
11,91571,0,4,2,0,1,YES
26,91571,0,4,2,2,0,YES
11,91571,0,4,2,2,4,YES
1,78246,0,4,2,0,2,YES
19,78246,3,4,2,1,3,YES
19,78246,0,4,2,1,3,YES
14,31875,1,7,2,0,3,YES
26,31875,2,7,2,1,2,YES
13,31875,0,7,2,1,2,YES
9,31875,0,7,2,1,6,YES
19,31875,2,7,2,1,2,YES
19,31875,2,7,2,1,2,YES
11,75712,0,7,2,1,4,YES
3,75712,0,7,2,0,2,YES
12,4746,2,4,2,1,7,YES
16,4746,2,4,2,1,7,YES
25,102911,0,4,2,0,0,YES
32,102911,0,4,2,0,1,YES
29,102911,2,4,2,0,6,YES
29,102911,0,4,2,0,1,YES
10,102911,0,4,2,0,4,YES
5,102911,2,4,2,0,2,YES
6,102911,0,4,2,0,4,YES
28,102911,2,4,2,0,0,YES
24,14919,0,4,2,0,3,YES
28,14919,0,4,2,1,2,YES
25,14919,0,4,2,0,6,YES
14,14919,0,4,2,1,8,YES
5,14919,0,4,2,1,6,YES
23,14919,0,4,2,0,3,YES
14,123992,4,4,2,1,1,YES
11,123992,0,4,2,0,2,YES
14,123992,1,4,2,0,1,YES
23,123992,0,4,2,0,4,YES
11,123992,0,4,2,0,1,YES
26,123992,0,4,2,0,6,YES
12,87898,0,4,2,0,3,YES
28,87898,0,4,2,0,1,YES
13,87898,0,4,2,0,6,YES
9,87898,0,4,2,0,6,YES
3,87898,0,4,2,0,3,YES
22,87898,0,4,2,0,2,YES
15,87898,0,4,2,0,2,YES
29,87898,0,4,2,0,4,YES
19,87898,0,4,2,1,2,YES
9,87898,0,4,2,0,8,YES
15,87898,2,4,2,0,6,YES
2,87898,0,4,2,0,3,YES
11,70273,0,4,2,0,1,YES
25,70273,0,4,2,1,9,YES
10,70273,0,4,2,1,4,YES
6,70273,0,4,2,0,2,YES
21,70273,0,4,2,0,4,YES
32,70273,0,4,2,0,2,YES
26,70273,1,4,2,0,0,YES
17,5647,0,5,2,0,6,YES
30,5647,0,5,2,0,3,YES
19,5647,3,5,2,1,6,YES
23,5647,0,5,2,0,0,YES
32,5647,0,5,2,0,2,YES
28,105025,0,4,2,0,3,YES
28,105025,0,4,2,1,8,YES
28,105025,0,4,2,0,2,YES
28,105025,0,4,2,0,0,YES
28,105025,0,4,2,0,3,YES
28,105025,3,4,2,0,3,YES
11,105025,0,4,2,0,3,YES
28,49698,0,4,2,0,4,YES
32,49698,2,4,2,1,7,YES
12,49698,0,4,2,0,4,YES
12,49698,0,4,2,0,4,YES
11,76283,0,4,2,0,0,YES
25,76283,0,4,2,1,0,YES
29,76283,0,4,2,1,0,YES
18,76283,0,4,2,2,2,YES
9,78021,0,4,2,0,7,YES
23,78021,0,4,2,0,4,YES
26,78021,1,4,2,0,1,YES
27,78021,0,4,2,0,4,YES
28,60939,0,5,2,0,6,YES
30,60939,0,5,2,0,1,YES
6,60939,0,5,2,1,1,YES
23,60939,0,5,2,1,1,YES
25,60939,0,5,2,2,8,YES
24,60939,0,5,2,2,2,YES
6,121021,0,4,2,1,7,YES
14,121021,1,4,2,0,1,YES
28,121021,0,4,2,0,1,YES
1,121021,0,4,2,0,6,YES
1,121021,0,4,2,0,6,YES
23,121021,0,4,2,0,2,YES
3,121021,2,4,2,0,1,YES
10,54368,0,4,2,0,4,YES
23,54368,1,4,2,0,3,YES
28,54368,0,4,2,0,6,YES
6,54368,2,4,2,0,1,YES
6,54368,1,4,2,2,3,YES
11,98744,0,4,2,1,6,YES
12,98744,0,4,2,1,7,YES
26,98744,0,4,2,1,7,YES
3,98744,0,4,2,0,3,YES
20,98744,0,4,2,1,0,YES
14,10423,0,5,2,1,2,YES
26,10423,0,5,2,1,5,YES
25,10423,1,5,2,1,4,YES
28,10423,0,5,2,0,7,YES
26,107203,0,9,2,0,1,YES
26,107203,0,9,2,0,1,YES
28,33352,0,5,2,0,4,YES
23,33352,0,5,2,0,7,YES
5,33352,0,5,2,0,7,YES
28,33352,0,5,2,2,8,YES
10,33352,0,5,2,0,9,YES
28,33352,0,5,2,0,1,YES
6,33352,0,5,2,2,7,YES
28,33352,0,5,2,0,6,YES
14,59946,0,5,2,0,3,YES
10,59946,0,5,2,1,6,YES
14,59946,0,5,2,0,6,YES
14,59946,0,5,2,0,3,YES
14,59946,0,5,2,0,3,YES
23,59946,2,5,2,0,3,YES
25,59946,0,5,2,0,3,YES
14,59946,0,5,2,0,3,YES
11,123260,0,4,2,1,6,YES
26,123260,0,4,2,1,3,YES
17,123260,2,4,2,0,6,YES
14,123260,2,4,2,0,6,YES
15,123260,2,4,2,0,6,YES
6,123260,0,4,2,0,1,YES
11,123260,2,4,2,0,6,YES
25,123260,0,4,2,2,6,YES
10,123260,0,4,2,2,6,YES
1,81673,0,5,2,0,3,YES
21,81673,0,5,2,0,1,YES
26,81673,0,5,2,0,1,YES
23,81673,0,5,2,0,3,YES
12,81673,0,5,2,2,1,YES
27,81673,0,5,2,2,3,YES
27,113354,0,5,2,0,2,YES
23,113354,1,5,2,0,2,YES
1,113354,0,5,2,1,8,YES
23,113354,1,5,2,0,7,YES
14,113354,1,5,2,0,3,YES
23,113354,1,5,2,0,3,YES
27,113354,1,5,2,0,3,YES
18,113354,0,5,2,1,3,YES
23,113354,0,5,2,2,3,YES
21,113354,1,5,2,0,6,YES
16,113354,1,5,2,0,1,YES
28,113354,0,5,2,2,3,YES
28,106787,0,5,2,0,1,YES
28,106787,0,5,2,0,1,YES
28,106787,0,5,2,0,1,YES
26,106787,0,5,2,0,3,YES
23,106787,4,5,2,1,3,YES
29,106787,0,5,2,0,2,YES
28,106787,0,5,2,0,6,YES
30,106787,0,5,2,0,1,YES
22,106787,0,5,2,0,2,YES
24,106787,0,5,2,0,9,YES
26,108687,1,5,2,0,2,YES
29,108687,1,5,2,0,7,YES
14,108687,1,5,2,0,5,YES
32,108687,1,5,2,0,2,YES
15,108687,1,5,2,0,6,YES
26,108687,2,5,2,0,7,YES
32,108687,1,5,2,0,6,YES
15,108687,1,5,2,0,2,YES
14,108687,0,5,2,0,7,YES
14,108687,0,5,2,0,7,YES
14,108687,0,5,2,0,7,YES
11,112547,1,4,2,1,3,YES
19,112547,0,4,2,1,3,YES
11,112547,0,4,2,0,3,YES
29,112547,1,4,2,0,6,YES
26,112547,3,4,2,0,9,YES
14,112547,0,4,2,0,6,YES
19,112547,0,4,2,1,8,YES
27,106325,0,4,2,0,3,YES
1,106325,0,4,2,1,1,YES
27,106325,0,4,2,0,3,YES
32,106325,0,4,2,1,6,YES
12,106325,0,4,2,1,6,YES
26,106325,0,4,2,1,6,YES
19,106325,0,4,2,1,6,YES
11,56845,0,4,2,0,2,YES
1,56845,0,4,2,0,6,YES
4,56845,0,4,2,0,1,YES
23,56845,0,4,2,0,4,YES
12,56845,0,4,2,0,2,YES
22,56845,0,4,2,2,4,YES
30,54275,0,5,2,0,3,YES
18,54275,0,5,2,1,3,YES
26,102455,0,5,2,0,3,YES
29,102455,0,5,2,0,0,YES
12,130713,2,7,2,1,2,YES
8,130713,0,7,2,0,1,YES
9,130713,0,7,2,0,3,YES
13,130713,0,7,2,0,1,YES
26,130713,1,7,2,0,3,YES
26,130713,1,7,2,0,3,YES
26,130713,0,7,2,0,2,YES
19,130713,0,7,2,1,6,YES
27,130713,0,7,2,0,1,YES
18,130713,0,7,2,0,0,YES
32,130713,0,7,2,0,2,YES
23,100838,0,4,2,1,2,YES
29,100838,0,4,2,1,2,YES
28,100838,0,4,2,1,2,YES
26,100838,0,4,2,1,7,YES
2,100838,0,4,2,2,8,YES
22,100838,0,4,2,1,4,YES
26,100838,0,4,2,2,2,YES
8,58980,0,4,2,2,1,YES
27,58980,1,4,2,2,3,YES
22,58980,0,4,2,2,1,YES
21,76616,0,4,2,0,1,YES
28,76616,0,4,2,0,1,YES
29,76616,0,4,2,0,0,YES
24,76616,0,4,2,0,2,YES
15,76616,0,4,2,1,2,YES
29,76616,0,4,2,0,4,YES
29,76616,0,4,2,1,7,YES
29,76616,0,4,2,0,3,YES
29,76616,0,4,2,0,1,YES
11,76616,0,4,2,0,1,YES
12,62768,0,7,2,0,4,YES
27,62768,0,7,2,0,2,YES
12,58724,0,4,2,0,4,YES
23,58724,2,4,2,0,3,YES
17,58724,0,4,2,0,3,YES
32,49532,0,4,2,1,3,YES
27,49532,0,4,2,1,3,YES
28,49532,3,4,2,1,1,YES
25,49532,0,4,2,2,8,YES
23,13412,0,4,2,0,1,YES
9,13412,0,4,2,0,4,YES
9,13412,0,4,2,0,8,YES
8,13412,0,4,2,1,2,YES
27,86777,0,4,2,1,7,YES
